customer_id,snapshot_date,recency_days,frequency_12m,monetary_12m,avg_order_value,discount_order_share,email_engagement_rate,digital_order_share,return_rate,tenure_days,synthetic_profile_truth,marketing_consent,region
C000238,2026-06-30,197,3,218.35,73.66,0.1229,0.1511,0.5393,0.055,1023,at_risk,1,NORTHEAST
C000239,2026-06-30,5,19,6059.36,313.65,0.1012,0.8058,0.8041,0.0516,1545,champions,1,MIDWEST
C000240,2026-06-30,12,15,1647.09,98.53,0.054,0.6185,0.7765,0.0439,1201,champions,1,SOUTH
C000241,2026-06-30,51,3,438.97,112.55,0.2679,0.08,0.5852,0.1004,1705,at_risk,1,SOUTH
C000242,2026-06-30,103,4,247.14,72.36,0.2248,0.4178,0.2921,0.0684,2318,at_risk,1,SOUTH
C000243,2026-06-30,23,8,994.45,113.87,0.2257,0.3946,0.6941,0.0637,1097,loyal,1,MIDWEST
C000244,2026-06-30,39,10,846.65,81.51,0.6796,0.3686,0.6441,0.1052,651,deal_seekers,1,WEST
C000245,2026-06-30,41,15,629.99,48.69,0.5782,0.4166,0.6589,0.1274,467,deal_seekers,1,MIDWEST
C000246,2026-06-30,41,4,383.54,110.6,0.2118,0.182,0.396,0.1331,759,at_risk,0,WEST
C000247,2026-06-30,20,11,1107.01,75.02,0.6008,0.4335,0.7801,0.0116,1150,deal_seekers,1,MIDWEST
C000248,2026-06-30,25,7,418.53,54.06,0.3386,0.4157,0.8866,0.0893,457,growth,1,NORTHEAST
C000249,2026-06-30,60,7,628.74,83.01,0.1541,0.395,0.5101,0.0556,700,growth,1,NORTHEAST
C000250,2026-06-30,122,8,339.64,47.3,0.2592,0.3111,0.7932,0.0507,377,growth,1,NORTHEAST
C000001,2026-08-31,-3,4,278.81,70.19,0.3519,0.2261,0.5956,0.0959,642,at_risk,1,NORTHEAST
C000002,2026-08-31,-3,10,1131.32,104.38,0.1054,0.2866,0.903,0.1342,359,growth,1,MIDWEST
C000003,2026-08-31,161,1,206.7,201.46,1.4,0.2032,0.4171,0.1413,730,at_risk,1,SOUTH
C000004,2026-08-31,22,9,554.67,63.75,1.4,0.3366,0.5959,0.132,829,deal_seekers,1,MIDWEST
C000005,2026-08-31,10,17,2061.26,144.47,0.1447,0.5857,0.6496,0.0012,1290,champions,1,MIDWEST
C000006,2026-08-31,337,1,48.23,49.37,0.397,0.0477,0.4484,0.1011,1038,dormant,1,NORTHEAST
C000007,2026-08-31,51,1,76.06,92.34,0.2013,0.0595,0.2374,0.0901,1045,at_risk,1,MIDWEST
C000008,2026-08-31,150,6,947.99,164.49,0.2768,0.5125,0.6514,0.0168,1860,at_risk,1,WEST
C000009,2026-08-31,4,13,1637.08,122.02,0.0865,0.7398,0.8817,0.0985,2294,champions,1,SOUTH
C000010,2026-08-31,54,7,387.76,57.22,0.3223,0.3774,0.9464,0.0695,820,growth,1,MIDWEST
C000011,2026-08-31,69,7,394.44,68.93,0.5616,0.4346,0.6937,0.097,1018,growth,1,WEST
C000012,2026-08-31,132,3,,40.62,0.178,0.3599,0.3671,0.0726,778,dormant,0,MIDWEST
C000013,2026-08-31,6,10,530.27,45.52,0.3673,0.6139,0.7139,0.0907,817,deal_seekers,1,SOUTH
C000014,2026-08-31,47,3,314.33,112.57,0.1928,0.211,0.3832,0.0325,1053,at_risk,1,WEST
C000015,2026-08-31,105,9,367.68,45.12,0.1656,0.5405,0.7707,0.0627,675,growth,1,MIDWEST
C000016,2026-08-31,18,11,2336.56,147.45,0.07,0.399,0.7804,0.0341,649,loyal,1,MIDWEST
C000017,2026-08-31,28,12,731.31,59.22,0.6197,,0.6971,0.1236,512,deal_seekers,0,SOUTH
C000018,2026-08-31,9,18,1772.39,110.68,0.095,0.6917,0.8624,0.0242,2166,champions,0,MIDWEST
C000019,2026-08-31,170,5,362.8,81.16,0.2957,0.0518,0.6078,0.108,2298,at_risk,1,SOUTH
C000020,2026-08-31,36,13,536.6,51.46,0.4641,0.3118,0.6611,0.0253,168,deal_seekers,0,WEST
C000021,2026-08-31,142,0,0.0,100.92,0.3193,0.3919,0.5365,0.1857,828,at_risk,0,SOUTH
C000022,2026-08-31,60,7,665.87,70.9,0.2123,0.3815,0.769,0.0213,368,growth,1,NORTHEAST
C000023,2026-08-31,123,0,0.0,44.72,0.4317,0.1722,0.522,0.0201,1309,dormant,1,SOUTH
C000024,2026-08-31,166,1,55.8,58.31,0.4926,0.2139,0.4661,0.0086,1390,dormant,1,NORTHEAST
C000025,2026-08-31,34,5,646.25,127.56,0.2238,0.2967,0.4725,0.1159,1406,at_risk,1,NORTHEAST
C000026,2026-08-31,12,16,1605.94,100.79,0.2094,0.4549,0.5067,0.1501,803,loyal,1,MIDWEST
C000027,2026-08-31,72,5,445.57,78.66,0.1783,0.5177,0.7849,0.1097,1012,growth,1,SOUTH
C000028,2026-08-31,7,14,1774.68,134.54,0.0915,0.7525,0.7203,0.0151,1104,champions,1,WEST
C000029,2026-08-31,29,8,908.36,105.53,0.2468,0.3365,0.5331,0.1726,1002,loyal,1,MIDWEST
C000030,2026-08-31,3,13,642.07,47.0,0.5776,0.5822,0.6709,0.0796,645,deal_seekers,0,MIDWEST
C000031,2026-08-31,57,2,218.19,107.12,0.2471,0.5928,0.2123,0.0873,1711,at_risk,1,NORTHEAST
C000032,2026-08-31,349,2,69.02,37.54,0.2954,0.0331,0.3358,0.0431,610,dormant,0,MIDWEST
C000033,2026-08-31,2,8,708.89,93.96,0.0909,0.5787,0.8373,0.181,812,loyal,1,MIDWEST
C000034,2026-08-31,44,8,657.96,82.89,0.4393,0.3589,0.9011,0.127,707,growth,1,NORTHEAST
C000035,2026-08-31,54,9,644.86,93.87,0.3416,0.2354,0.7596,0.0936,427,growth,0,SOUTH
C000036,2026-08-31,5,11,884.52,83.25,0.2155,0.4127,0.5976,0.0384,907,loyal,1,SOUTH
C000037,2026-08-31,6,17,2912.03,151.5,0.0336,0.6929,0.5594,0.0247,1220,champions,1,MIDWEST
C000038,2026-08-31,31,10,861.34,84.77,0.2696,0.4879,0.847,0.0163,233,growth,1,NORTHEAST
C000039,2026-08-31,26,8,617.45,66.86,0.059,0.7335,0.3635,0.0794,1285,loyal,1,SOUTH
C000040,2026-08-31,59,6,248.14,42.46,0.7783,0.5765,0.5812,0.0526,1222,deal_seekers,1,SOUTH
C000041,2026-08-31,34,9,1714.26,180.72,0.2609,0.4051,0.7076,0.0645,941,growth,1,MIDWEST
C000042,2026-08-31,36,6,670.8,119.49,0.2588,0.2711,0.4431,0.1118,952,at_risk,1,MIDWEST
C000043,2026-08-31,38,9,661.94,80.39,0.2023,0.1364,0.5152,0.0354,1443,at_risk,1,MIDWEST
C000044,2026-08-31,33,10,1714.41,187.36,0.1255,0.5308,0.519,0.038,529,loyal,1,WEST
C000045,2026-08-31,131,6,674.85,109.53,0.3551,0.3703,0.3683,0.0252,1282,at_risk,1,MIDWEST
C000046,2026-08-31,54,5,220.82,49.15,0.3836,0.2364,0.6124,0.0667,716,at_risk,1,WEST
C000047,2026-08-31,107,7,459.82,77.07,0.1237,0.4736,0.9513,0.1385,614,growth,1,MIDWEST
C000048,2026-08-31,58,12,1302.06,97.45,0.0581,0.3114,0.5326,0.0068,963,loyal,1,NORTHEAST
C000049,2026-08-31,109,12,539.51,51.84,0.4637,0.621,0.7801,0.1212,1105,deal_seekers,1,NORTHEAST
C000050,2026-08-31,15,7,844.24,96.19,0.2035,0.4574,0.5436,0.0112,899,loyal,1,NORTHEAST
C000051,2026-08-31,9,10,,94.36,0.0769,0.2297,0.4575,0.143,1207,loyal,1,MIDWEST
C000052,2026-08-31,8,13,2259.73,195.46,0.0241,0.8052,0.6786,0.0319,911,champions,1,WEST
C000053,2026-08-31,118,3,160.51,58.32,0.1783,0.123,0.5935,0.1414,1078,at_risk,1,MIDWEST
C000054,2026-08-31,10,12,501.89,41.12,0.7115,0.4451,0.6986,0.0702,399,deal_seekers,1,NORTHEAST
C000055,2026-08-31,13,3,353.65,114.7,0.2152,0.2005,0.5158,0.0879,1351,at_risk,1,NORTHEAST
C000056,2026-08-31,315,4,466.39,103.32,0.3026,0.2738,0.6218,0.1281,1348,at_risk,1,SOUTH
C000057,2026-08-31,95,7,875.91,105.4,0.1161,0.2609,0.9027,0.0781,784,growth,1,SOUTH
C000058,2026-08-31,22,7,407.94,63.84,0.6936,0.4757,0.7134,0.1816,349,deal_seekers,1,MIDWEST
C000059,2026-08-31,49,17,1513.56,83.88,0.069,0.5633,0.4462,0.0659,1142,loyal,1,MIDWEST
C000060,2026-08-31,22,22,2929.82,127.3,0.0139,0.8684,0.7093,0.0809,592,champions,1,SOUTH
C000061,2026-08-31,67,8,608.19,57.98,0.6751,0.4966,0.6863,0.0203,331,deal_seekers,1,SOUTH
C000062,2026-08-31,11,8,540.95,79.16,0.3274,0.4828,0.8768,0.116,840,growth,1,SOUTH
C000063,2026-08-31,13,12,809.12,60.27,0.6243,0.2955,0.4609,0.0494,593,deal_seekers,1,MIDWEST
C000064,2026-08-31,101,2,113.78,57.88,0.1599,0.2335,0.5631,0.1509,862,at_risk,1,MIDWEST
C000065,2026-08-31,70,15,1212.81,85.12,0.5865,0.6792,0.7551,0.1364,1239,deal_seekers,1,NORTHEAST
C000066,2026-08-31,57,8,446.9,52.37,0.5334,0.5672,0.8,0.0734,291,deal_seekers,1,MIDWEST
C000067,2026-08-31,30,20,1366.53,70.56,0.4039,0.4798,0.8467,0.164,661,deal_seekers,1,NORTHEAST
C000068,2026-08-31,23,12,1350.25,113.12,0.1117,0.543,0.5996,0.0943,1225,loyal,1,WEST
C000069,2026-08-31,9,10,2091.5,195.72,0.0599,0.6536,0.8666,0.0618,1173,champions,1,WEST
C000070,2026-08-31,37,4,393.73,95.42,0.1737,0.5532,0.9606,0.1252,709,growth,1,SOUTH
C000071,2026-08-31,52,13,1378.19,113.59,0.0923,0.7825,0.7505,0.1035,1634,loyal,1,SOUTH
C000072,2026-08-31,98,6,774.64,145.22,0.155,0.3765,0.9322,0.0421,361,growth,1,NORTHEAST
C000073,2026-08-31,87,5,277.99,60.33,0.0601,0.0677,0.3469,0.145,648,at_risk,1,WEST
C000074,2026-08-31,11,11,1466.62,154.93,0.3324,0.4189,0.4509,0.1205,392,loyal,1,MIDWEST
C000075,2026-08-31,20,17,2505.02,160.61,0.1905,0.8559,0.5863,0.0333,838,champions,0,NORTHEAST
C000076,2026-08-31,41,14,1793.41,141.9,0.069,0.6678,0.4691,0.0144,299,loyal,1,SOUTH
C000077,2026-08-31,6,10,1288.7,111.36,0.1587,0.5887,0.5574,0.0259,674,loyal,1,WEST
C000078,2026-08-31,12,11,500.27,49.3,0.7273,0.3533,0.6656,0.1424,587,deal_seekers,1,SOUTH
C000079,2026-08-31,27,10,633.77,59.68,0.7172,0.5347,0.6761,0.0928,969,deal_seekers,1,WEST
C000080,2026-08-31,76,7,783.27,109.99,0.2547,0.2752,0.451,0.0306,1501,at_risk,1,SOUTH
C000081,2026-08-31,47,13,1405.08,88.27,0.7084,0.3352,0.8496,0.0691,857,deal_seekers,1,SOUTH
C000082,2026-08-31,45,10,1080.45,120.19,0.246,0.3092,0.8385,0.0629,627,growth,1,MIDWEST
C000083,2026-08-31,124,1,79.41,93.04,0.1159,0.1926,0.3872,0.1451,1142,at_risk,1,NORTHEAST
C000084,2026-08-31,18,7,679.6,92.35,0.1382,0.3468,0.8703,0.0882,423,loyal,1,SOUTH
C000085,2026-08-31,6,15,2494.79,176.84,0.0461,0.7714,0.849,0.0015,1464,champions,1,WEST
C000086,2026-08-31,10,14,2444.28,177.24,0.2207,0.6845,0.8567,0.0192,2511,champions,1,NORTHEAST
C000087,2026-08-31,72,3,320.31,109.71,0.3728,0.3858,0.3495,0.2041,1153,at_risk,1,WEST
C000088,2026-08-31,42,7,596.94,82.14,0.2373,0.5667,0.8269,0.0604,163,growth,1,SOUTH
C000089,2026-08-31,34,10,1014.79,105.56,0.123,0.507,0.3539,0.0748,1607,loyal,1,SOUTH
C000090,2026-08-31,224,8,442.37,62.76,0.2644,0.2977,0.8304,0.0473,831,growth,1,MIDWEST
C000091,2026-08-31,18,14,2479.87,147.43,0.112,0.4465,0.469,0.0546,1089,loyal,1,MIDWEST
C000092,2026-08-31,74,16,946.6,61.61,0.6355,0.5455,0.5047,0.112,802,deal_seekers,1,NORTHEAST
C000093,2026-08-31,52,5,385.7,82.08,0.2179,0.2424,0.773,0.0966,1096,growth,1,SOUTH
C000094,2026-08-31,68,15,1465.57,105.2,0.2694,0.4228,0.8777,0.0643,541,growth,1,NORTHEAST
C000095,2026-08-31,5,13,1095.85,94.36,0.1924,0.6469,0.832,0.0455,1374,loyal,1,NORTHEAST
C000096,2026-08-31,2,13,426.72,47.16,0.4038,0.6056,0.8791,0.052,573,deal_seekers,1,SOUTH
C000097,2026-08-31,100,4,327.85,76.68,0.1501,0.2829,0.8272,0.0288,294,growth,1,SOUTH
C000098,2026-08-31,8,14,1797.46,146.31,0.0776,0.7984,0.9407,0.0217,1920,champions,1,MIDWEST
C000099,2026-08-31,4,11,2538.84,212.8,0.1329,0.6643,0.7701,0.0068,1382,champions,0,SOUTH
C000100,2026-08-31,55,0,0.0,37.49,0.2263,0.1683,0.4265,0.0419,739,dormant,1,NORTHEAST
C000101,2026-08-31,378,3,112.51,37.42,0.1425,0.0673,0.2795,0.0473,494,dormant,1,WEST
C000102,2026-08-31,18,8,535.92,62.25,0.3537,0.4708,0.7534,0.1464,603,deal_seekers,1,MIDWEST
C000103,2026-08-31,7,18,1872.92,131.98,0.2579,0.6531,0.6296,0.0078,1697,loyal,1,MIDWEST
C000104,2026-08-31,56,0,0.0,103.45,0.2045,0.0942,0.3213,0.0125,1155,dormant,1,MIDWEST
C000105,2026-08-31,95,7,725.4,108.94,0.363,0.0926,0.5758,0.0738,956,at_risk,1,MIDWEST
C000106,2026-08-31,134,5,386.12,73.12,0.3514,0.0707,0.4534,0.14,473,at_risk,1,MIDWEST
C000107,2026-08-31,42,10,524.97,58.95,0.1687,0.4446,0.7503,0.1562,329,growth,1,MIDWEST
C000108,2026-08-31,22,14,1213.33,76.58,0.2961,0.3195,0.4882,0.0009,1865,loyal,1,NORTHEAST
C000109,2026-08-31,18,18,1978.97,108.78,0.1691,0.8863,0.8185,0.0321,1745,champions,1,MIDWEST
C000110,2026-08-31,22,1,80.39,80.6,0.2725,0.0259,0.1988,0.0348,1278,dormant,1,WEST
C000111,2026-08-31,36,2,133.8,67.81,0.4585,0.3012,0.658,0.0221,635,growth,1,SOUTH
C000112,2026-08-31,30,8,515.35,93.0,0.144,0.3411,0.7329,0.0339,1602,loyal,1,SOUTH
C000113,2026-08-31,15,14,2210.83,168.96,0.1009,0.5151,0.5044,0.036,888,loyal,1,SOUTH
C000114,2026-08-31,35,8,607.04,60.18,0.5667,0.5187,0.5131,0.0728,1202,deal_seekers,1,WEST
C000115,2026-08-31,36,9,1333.0,129.02,0.1247,0.5144,0.3713,0.0039,992,loyal,1,MIDWEST
C000116,2026-08-31,108,3,511.95,131.46,0.2397,0.3016,0.2405,0.0303,1872,at_risk,1,NORTHEAST
C000117,2026-08-31,46,6,474.32,66.47,0.2945,0.1886,0.4278,0.0533,847,at_risk,1,NORTHEAST
C000118,2026-08-31,22,7,484.46,62.19,0.1633,0.0859,0.3612,0.0594,1280,at_risk,1,SOUTH
C000119,2026-08-31,33,6,466.59,76.74,0.3164,0.3183,0.9185,0.0096,235,growth,1,WEST
C000120,2026-08-31,59,5,228.27,42.74,0.7155,0.3095,0.7438,0.0859,375,deal_seekers,1,MIDWEST
C000121,2026-08-31,33,12,479.05,49.26,0.3126,0.2793,0.83,0.0271,826,deal_seekers,1,SOUTH
C000122,2026-08-31,15,13,599.07,39.81,0.3093,0.409,0.7291,0.0415,484,deal_seekers,1,MIDWEST
C000123,2026-08-31,20,13,2777.25,214.54,0.1781,0.6436,0.6911,0.082,836,champions,1,NORTHEAST
C000124,2026-08-31,92,4,302.69,73.51,0.2106,0.4527,0.8281,0.0355,744,growth,1,NORTHEAST
C000125,2026-08-31,4,26,2264.64,93.71,0.1269,0.6959,0.7324,0.0502,819,champions,1,SOUTH
C000126,2026-08-31,145,8,386.56,45.65,0.1778,0.2591,0.5995,0.0651,336,growth,0,NORTHEAST
C000127,2026-08-31,13,21,2329.61,117.38,0.1508,0.5332,0.6272,0.0331,1933,loyal,1,MIDWEST
C000128,2026-08-31,34,13,1381.81,109.5,0.1687,0.5415,0.6871,0.083,517,loyal,1,SOUTH
C000129,2026-08-31,11,15,,188.06,0.0664,0.8311,0.7192,0.0663,1288,champions,1,NORTHEAST
C000130,2026-08-31,50,11,1288.06,114.18,0.5444,0.222,0.5736,0.0377,798,deal_seekers,1,WEST
C000131,2026-08-31,8,9,1343.08,140.95,0.1364,0.4745,0.6464,0.1371,666,loyal,1,NORTHEAST
C000132,2026-08-31,253,2,132.0,62.28,0.3361,0.1289,0.3747,0.027,1098,dormant,1,SOUTH
C000133,2026-08-31,43,5,373.33,71.1,0.4986,0.2428,0.6919,0.1134,708,deal_seekers,1,MIDWEST
C000134,2026-08-31,31,8,630.53,69.89,0.1867,0.4505,0.85,0.0168,298,growth,1,NORTHEAST
C000135,2026-08-31,70,7,532.8,72.24,0.5897,0.4126,0.8084,0.106,1094,deal_seekers,1,NORTHEAST
C000136,2026-08-31,5,23,4920.88,190.58,0.0418,0.6113,0.8279,0.045,1014,champions,1,MIDWEST
C000137,2026-08-31,192,1,46.04,50.61,0.2147,0.0512,0.4318,0.0524,876,dormant,1,MIDWEST
C000138,2026-08-31,10,10,688.04,64.37,0.1157,0.1766,0.7893,0.1018,572,growth,1,NORTHEAST
C000139,2026-08-31,131,2,256.33,146.59,0.2018,0.2534,0.3691,0.1663,878,at_risk,1,MIDWEST
C000140,2026-08-31,13,18,3539.01,158.75,0.1496,0.5644,0.5858,0.0761,2795,champions,1,WEST
C000141,2026-08-31,43,6,414.77,67.19,0.1942,0.2443,0.8357,0.035,589,growth,1,SOUTH
C000142,2026-08-31,11,6,442.86,72.16,0.2195,0.3553,0.8105,0.044,641,growth,1,WEST
C000143,2026-08-31,212,2,157.95,68.29,0.2868,0.2145,0.421,0.0058,525,dormant,1,NORTHEAST
C000144,2026-08-31,21,13,1398.38,92.44,0.6541,0.6209,0.7413,0.0912,654,deal_seekers,1,MIDWEST
C000145,2026-08-31,3,4,412.72,96.27,0.1294,0.6371,0.7182,0.1176,571,growth,1,MIDWEST
C000146,2026-08-31,88,12,1183.85,108.85,0.1646,0.3875,0.5508,0.0135,493,loyal,1,WEST
C000147,2026-08-31,24,1,95.07,93.45,0.1349,0.4473,0.7135,0.1014,921,growth,1,MIDWEST
C000148,2026-08-31,51,5,377.65,78.56,0.5414,0.1984,0.8353,0.1153,908,deal_seekers,1,SOUTH
C000149,2026-08-31,72,8,510.14,66.99,0.0852,0.4145,0.7216,0.1727,476,growth,0,MIDWEST
C000150,2026-08-31,9,13,2344.16,162.42,0.0481,0.6569,0.7773,0.0161,671,champions,1,NORTHEAST
C000151,2026-08-31,125,2,261.27,128.01,0.2088,0.0705,0.5414,0.0958,1016,at_risk,1,NORTHEAST
C000152,2026-08-31,289,1,32.63,32.41,0.2974,0.0499,0.2707,0.0531,1193,dormant,1,NORTHEAST
C000153,2026-08-31,6,10,501.23,60.69,0.2421,0.7832,0.4802,0.0428,1494,loyal,1,NORTHEAST
C000154,2026-08-31,84,13,804.06,59.41,0.5371,0.5094,0.764,0.0354,971,deal_seekers,0,WEST
C000155,2026-08-31,8,21,3288.73,156.28,0.0444,0.8865,0.7855,0.0212,1435,champions,1,WEST
C000156,2026-08-31,20,13,912.83,68.94,0.6426,0.3983,0.684,0.0571,529,deal_seekers,1,WEST
C000157,2026-08-31,9,13,2449.32,177.8,0.1929,0.6945,0.76,0.0074,2058,loyal,1,SOUTH
C000158,2026-08-31,15,10,674.72,73.56,0.5968,0.5584,0.8158,0.0258,743,deal_seekers,1,SOUTH
C000159,2026-08-31,237,5,386.05,82.39,0.2838,0.3314,0.477,0.0339,1257,at_risk,1,MIDWEST
C000160,2026-08-31,276,3,421.51,126.88,0.4091,0.1625,0.497,0.102,1355,at_risk,1,SOUTH
C000161,2026-08-31,15,14,2056.87,169.26,0.0693,0.6538,0.8408,0.0024,470,champions,1,MIDWEST
C000162,2026-08-31,42,3,151.11,54.46,0.2298,0.18,0.4319,0.0031,980,dormant,1,NORTHEAST
C000163,2026-08-31,9,15,1586.39,111.24,0.3206,0.6851,0.7,0.0175,924,loyal,1,MIDWEST
C000164,2026-08-31,14,20,2915.99,106.63,0.0699,0.5248,0.7736,0.036,1316,champions,1,NORTHEAST
C000165,2026-08-31,4,10,642.34,56.47,0.5888,0.3018,0.6358,0.0819,359,deal_seekers,0,MIDWEST
C000166,2026-08-31,56,9,488.53,62.22,0.2133,0.5342,0.93,0.0891,406,growth,1,MIDWEST
C000167,2026-08-31,74,2,157.85,87.87,0.2168,0.1792,0.52,0.0349,290,at_risk,1,WEST
C000168,2026-08-31,120,5,540.51,100.52,0.3795,0.3894,0.3162,0.0648,2151,at_risk,1,NORTHEAST
C000169,2026-08-31,14,11,1823.78,178.59,0.1334,0.582,0.726,0.0192,1453,loyal,1,NORTHEAST
C000170,2026-08-31,488,0,0.0,95.59,0.3472,0.2757,0.3999,0.0566,684,dormant,1,WEST
C000171,2026-08-31,116,11,894.86,68.38,0.1957,0.2653,0.7511,0.1078,1262,loyal,1,WEST
C000172,2026-08-31,48,5,279.81,54.22,0.1107,0.2742,0.8674,0.0705,862,growth,1,SOUTH
C000173,2026-08-31,27,7,495.02,87.27,0.1566,0.328,0.5853,0.0378,1211,loyal,1,WEST
C000174,2026-08-31,147,1,48.12,46.66,0.346,0.111,0.3516,0.0212,1365,dormant,1,WEST
C000175,2026-08-31,9,11,1758.37,145.64,0.3833,0.4327,0.5259,0.0095,1531,loyal,1,SOUTH
C000176,2026-08-31,16,11,1416.14,115.21,0.2197,0.4879,0.8385,0.0145,2442,champions,1,WEST
C000177,2026-08-31,20,7,418.49,52.79,0.3393,0.4475,0.8744,0.0299,358,growth,1,MIDWEST
C000178,2026-08-31,64,1,66.68,55.42,0.1488,0.0794,0.3507,0.0475,864,dormant,1,NORTHEAST
C000179,2026-08-31,477,2,82.73,44.17,0.2015,0.0287,0.3377,0.0987,832,dormant,1,SOUTH
C000180,2026-08-31,201,4,550.2,130.93,0.3255,0.209,0.3358,0.0306,1075,at_risk,1,WEST
C000181,2026-08-31,408,2,163.77,79.62,0.4478,0.0888,0.3551,0.0333,536,dormant,1,SOUTH
C000182,2026-08-31,96,1,38.43,41.25,0.299,0.2197,0.4242,0.013,1448,dormant,1,WEST
C000183,2026-08-31,16,5,329.66,73.11,0.3597,0.5035,0.6179,0.0637,1281,growth,1,MIDWEST
C000184,2026-08-31,44,7,530.8,66.85,0.0971,0.5307,0.5193,0.0095,1633,loyal,1,WEST
C000185,2026-08-31,115,4,240.56,70.24,0.2462,0.2221,0.553,0.0934,2368,at_risk,1,SOUTH
C000186,2026-08-31,5,12,1446.25,98.94,0.4976,0.4299,0.7748,0.1032,554,deal_seekers,1,NORTHEAST
C000187,2026-08-31,16,6,396.74,74.21,0.2657,0.4533,0.8336,0.0152,664,growth,1,NORTHEAST
C000188,2026-08-31,2,18,3449.41,170.09,0.1308,0.6363,0.6943,0.0155,665,champions,1,NORTHEAST
C000189,2026-08-31,223,5,640.09,111.19,0.2099,0.2689,0.4065,0.102,951,at_risk,0,WEST
C000190,2026-08-31,59,9,1555.44,133.48,0.1385,0.7787,0.504,0.0361,680,loyal,1,WEST
C000191,2026-08-31,81,1,44.18,36.7,0.362,0.0128,0.3253,0.0136,1390,dormant,1,WEST
C000192,2026-08-31,10,12,1184.36,97.55,0.2571,0.4624,0.4257,0.0127,1614,loyal,1,SOUTH
C000193,2026-08-31,7,15,2797.95,157.47,0.1534,0.5475,0.6879,0.0063,807,champions,1,MIDWEST
C000194,2026-08-31,232,6,562.17,88.74,0.105,0.2234,0.3888,0.024,660,at_risk,1,WEST
C000195,2026-08-31,41,11,1747.85,148.63,0.0908,0.6819,0.5075,0.0498,1574,loyal,1,NORTHEAST
C000196,2026-08-31,35,12,1084.74,104.61,0.1054,0.5817,0.6906,0.0886,1686,loyal,1,WEST
C000197,2026-08-31,14,11,415.63,38.73,0.554,0.5253,0.4472,0.118,928,deal_seekers,1,MIDWEST
C000198,2026-08-31,124,2,74.87,37.33,0.1791,0.0377,0.1795,0.0763,571,dormant,1,NORTHEAST
C000199,2026-08-31,36,17,1900.68,120.36,0.1517,0.3044,0.4983,0.0648,1385,loyal,1,MIDWEST
C000200,2026-08-31,33,17,1340.57,91.88,0.2073,0.3671,0.4308,0.0115,1389,loyal,1,MIDWEST
C000201,2026-08-31,264,5,494.33,95.24,0.2117,0.2276,0.5815,0.0824,772,at_risk,1,MIDWEST
C000202,2026-08-31,154,2,156.11,79.68,0.1567,0.1615,0.2569,0.0424,949,dormant,1,WEST
C000203,2026-08-31,38,4,316.09,81.58,0.2163,0.2908,0.9535,0.113,743,growth,1,MIDWEST
C000204,2026-08-31,57,12,858.64,87.35,0.2548,0.7192,0.5446,0.0047,853,loyal,1,WEST
C000205,2026-08-31,7,24,2640.93,98.5,0.1089,0.5182,0.7854,0.04,2486,champions,0,SOUTH
C000206,2026-08-31,23,8,1332.37,155.67,0.1947,0.6413,0.5347,0.0331,829,loyal,1,SOUTH
C000207,2026-08-31,42,10,1447.34,168.79,0.2765,0.4145,0.3833,0.0007,1320,loyal,1,WEST
C000208,2026-08-31,2,8,319.15,40.09,0.3988,0.6217,0.7343,0.0548,1478,deal_seekers,1,WEST
C000209,2026-08-31,10,15,2672.07,138.34,0.0795,0.7686,0.5936,0.0138,1632,champions,1,WEST
C000210,2026-08-31,45,6,437.65,72.7,0.4505,0.4292,0.9209,0.0621,246,growth,1,MIDWEST
C000211,2026-08-31,51,11,584.18,61.36,0.5671,0.3988,0.7397,0.0283,666,deal_seekers,1,MIDWEST
C000212,2026-08-31,31,9,488.87,63.55,0.5164,0.3677,0.7535,0.0483,841,deal_seekers,1,MIDWEST
C000213,2026-08-31,20,7,614.29,101.49,0.0909,0.7465,0.6913,0.0932,2897,loyal,1,MIDWEST
C000214,2026-08-31,167,3,231.69,94.05,0.2295,0.4832,0.3676,0.1442,1087,at_risk,1,MIDWEST
C000215,2026-08-31,103,3,303.06,99.37,0.2999,0.067,0.5029,0.0432,604,at_risk,1,SOUTH
C000216,2026-08-31,174,1,64.1,67.79,0.3553,0.2797,0.4921,0.1487,1190,at_risk,0,MIDWEST
C000217,2026-08-31,18,15,1261.84,99.26,0.3529,0.6544,0.5529,0.0041,1511,loyal,1,NORTHEAST
C000218,2026-08-31,6,22,4171.0,200.76,0.1356,0.8031,0.5346,0.0145,1671,champions,1,SOUTH
C000219,2026-08-31,555,1,68.76,75.57,0.3466,0.195,0.2079,0.0546,694,dormant,1,SOUTH
C000220,2026-08-31,14,4,160.73,44.41,0.2921,0.4649,0.8101,0.0195,383,growth,1,WEST
C000221,2026-08-31,43,12,1272.21,114.21,0.1993,0.4647,0.4861,0.0399,1293,loyal,1,WEST
C000222,2026-08-31,71,4,276.93,68.95,0.2531,0.5325,0.8331,0.0692,341,growth,1,WEST
C000223,2026-08-31,16,12,778.96,60.59,0.499,0.6989,0.8672,0.0534,130,deal_seekers,1,NORTHEAST
C000224,2026-08-31,451,1,31.54,33.54,0.4523,0.0663,0.251,0.0071,1104,dormant,1,WEST
C000225,2026-08-31,54,13,1338.24,107.65,0.2092,0.5453,0.6117,0.0151,1971,loyal,1,NORTHEAST
C000226,2026-08-31,107,2,117.78,65.26,0.5455,0.0344,0.3838,0.0032,1747,dormant,1,NORTHEAST
