customer_id,scoring_date,campaign_id,region,preferred_channel,loyalty_tier,customer_tenure_days,recency_days,orders_180d,spend_180d,average_order_value_180d,email_open_rate_90d,email_click_rate_90d,site_sessions_30d,prior_campaigns_12m,prior_campaign_responses_12m,days_since_last_campaign,discount_share_180d,margin_rate_180d,marketing_consent,contact_suppressed,responded_within_14d,response_order_value_14d,opened_current_campaign,clicked_current_campaign,response_probability_generator_only
HP001487,2026-02-01,RET-202602,MIDWEST,EMAIL,PLUS,954,41,3,427.64,135.49,0.1725,0.0386,2,7,2,64,0.6442,0.3913,1,0,0,0.0,1,0,0.117249
HP003396,2025-10-01,RET-202510,SOUTH,EMAIL,PLUS,544,19,0,0.0,57.66,0.4121,0.0804,2,2,0,68,0.116,0.476,1,0,0,0.0,1,0,0.050553
HP002213,2026-02-01,RET-202602,NORTHEAST,PUSH,STANDARD,859,18,2,42.5,21.13,0.4892,0.0677,0,6,0,44,0.2588,0.4575,1,0,0,0.0,1,0,0.04379
HP003156,2026-07-01,RET-202607,MIDWEST,PUSH,STANDARD,2026,9,5,268.45,49.32,0.4709,0.1695,4,6,1,37,0.1858,0.4628,1,0,0,0.0,0,0,0.096996
HP001340,2026-04-01,RET-202604,NORTHEAST,EMAIL,PREMIUM,1678,2,2,113.13,59.5,0.3314,0.1375,2,6,1,20,0.3863,0.3723,1,0,0,0.0,0,0,0.098148
HP005367,2026-02-01,RET-202602,MIDWEST,SMS,PLUS,329,49,3,186.84,56.64,0.3988,0.1359,4,11,1,73,0.5932,0.4029,1,0,0,0.0,0,0,0.053073
HP001176,2025-10-01,RET-202510,SOUTH,EMAIL,PREMIUM,1407,20,4,242.99,74.8,0.2983,0.0715,1,4,0,25,0.3078,0.4388,1,0,0,0.0,0,0,0.075231
HP002449,2026-02-01,RET-202602,MIDWEST,SMS,PREMIUM,1281,16,1,153.21,142.86,0.3612,0.0569,1,9,1,20,0.0879,0.5368,1,0,1,76.09,1,0,0.059191
HP000313,2026-05-01,RET-202605,SOUTH,PUSH,PLUS,1240,16,4,382.13,90.79,0.4792,0.1469,2,9,0,25,0.1903,0.4571,1,0,0,0.0,0,0,0.05783
HP000781,2025-12-01,RET-202512,MIDWEST,EMAIL,STANDARD,955,44,2,72.75,31.48,0.0987,0.0084,0,4,0,29,0.193,0.458,1,0,0,0.0,0,0,0.04093
HP000481,2025-10-01,RET-202510,MIDWEST,EMAIL,PLUS,1576,4,2,93.64,54.34,0.3658,0.1372,3,6,2,108,0.4142,0.4295,1,0,0,0.0,0,0,0.100969
HP002356,2025-12-01,RET-202512,MIDWEST,PUSH,PLUS,464,31,3,136.6,45.12,0.1098,0.0182,1,3,0,34,0.2636,0.4463,1,0,1,37.37,0,0,0.050282
HP005030,2026-02-01,RET-202602,MIDWEST,PUSH,PREMIUM,445,33,3,340.92,131.74,0.0262,0.0019,0,2,0,26,0.6528,0.3697,1,0,0,0.0,0,0,0.047123
HP002741,2026-08-01,RET-202608,SOUTH,SMS,STANDARD,1891,46,0,0.0,52.23,0.4286,0.1468,1,12,4,45,0.6115,0.3531,1,0,0,0.0,1,0,0.049601
HP001480,2025-10-01,RET-202510,MIDWEST,EMAIL,PLUS,935,34,3,136.24,46.81,0.474,0.1213,0,7,0,33,0.3831,0.4249,1,0,0,0.0,0,0,0.050387
HP001604,2026-06-01,RET-202606,NORTHEAST,EMAIL,PLUS,725,41,3,212.52,58.85,0.6373,0.253,1,9,1,32,0.1747,0.4674,1,0,0,0.0,1,0,0.057422
HP005308,2026-06-01,RET-202606,WEST,SMS,PLUS,1680,110,1,89.1,102.52,0.0822,0.0113,1,12,2,68,0.3634,0.4412,1,0,0,0.0,1,0,0.018396
HP004380,2025-12-01,RET-202512,MIDWEST,EMAIL,PLUS,544,24,3,235.46,67.55,0.5774,0.1852,1,11,3,20,0.1128,0.4478,1,0,0,0.0,0,0,0.094996
HP002940,2026-07-01,RET-202607,SOUTH,EMAIL,STANDARD,896,13,2,126.74,65.32,0.5928,0.2647,2,4,1,41,0.5175,0.3681,1,0,0,0.0,0,0,0.111607
HP004102,2026-05-01,RET-202605,WEST,EMAIL,PLUS,2034,62,3,206.0,62.62,0.3185,0.0726,0,7,0,43,0.695,0.3911,1,0,0,0.0,0,0,0.068556
HP003350,2026-07-01,RET-202607,WEST,EMAIL,PLUS,670,27,3,206.7,68.54,0.5613,0.1115,2,2,0,63,0.174,0.4442,1,0,0,0.0,0,0,0.053687
HP001769,2025-12-01,RET-202512,SOUTH,PUSH,STANDARD,1540,92,2,147.95,73.02,0.2321,0.0217,0,6,0,40,0.2653,0.4334,1,0,0,0.0,0,0,0.024701
HP004613,2026-07-01,RET-202607,SOUTH,EMAIL,STANDARD,1737,16,1,32.29,31.86,0.3936,0.09,2,10,2,25,0.2038,0.4758,1,0,0,0.0,0,0,0.060618
HP001882,2026-07-01,RET-202607,SOUTH,PUSH,STANDARD,1350,23,0,0.0,30.56,0.2941,0.0572,3,2,0,71,0.5484,0.4201,1,0,0,0.0,0,0,0.043913
HP000517,2025-10-01,RET-202510,NORTHEAST,PUSH,STANDARD,1150,58,1,32.38,34.21,0.4595,0.1198,4,12,0,14,0.2054,0.4343,1,0,0,0.0,1,0,0.017591
HP002269,2025-12-01,RET-202512,WEST,PUSH,STANDARD,1882,71,1,64.4,55.9,0.0289,0.0015,0,12,0,85,0.5836,0.397,1,0,0,0.0,0,0,0.044183
HP000245,2026-08-01,RET-202608,NORTHEAST,EMAIL,PLUS,865,14,6,289.13,51.0,0.589,0.1726,1,7,2,14,0.552,0.4053,1,0,0,0.0,1,0,0.123911
HP003813,2025-09-01,RET-202509,MIDWEST,EMAIL,PREMIUM,91,7,2,257.69,147.41,0.9311,0.4925,5,2,1,36,0.3502,0.4628,1,0,0,0.0,1,0,0.25408
HP003121,2025-11-01,RET-202511,SOUTH,EMAIL,PREMIUM,1883,32,3,194.72,66.04,0.1283,0.0396,0,11,4,68,0.9084,0.3451,1,0,0,0.0,0,0,0.194247
HP004868,2025-10-01,RET-202510,WEST,PUSH,PLUS,779,3,5,286.12,61.82,0.5631,0.1094,1,8,0,35,0.6303,0.3904,1,0,0,0.0,0,0,0.081772
HP000596,2026-06-01,RET-202606,SOUTH,EMAIL,STANDARD,2193,13,0,0.0,54.54,0.1936,0.0355,0,5,0,65,0.4694,0.4424,1,0,0,0.0,1,0,0.042132
HP004533,2026-02-01,RET-202602,NORTHEAST,PUSH,STANDARD,1995,16,1,41.63,41.41,0.5686,0.1672,1,7,1,23,0.1875,0.4592,1,0,0,0.0,1,1,0.071417
HP002443,2026-08-01,RET-202608,NORTHEAST,SMS,PREMIUM,1954,7,2,134.94,69.38,0.7438,0.4533,4,8,4,62,0.5576,0.4107,1,0,0,0.0,1,1,0.200091
HP001901,2026-05-01,RET-202605,MIDWEST,PUSH,PREMIUM,1067,54,2,87.12,46.06,0.6401,0.2361,1,8,1,84,0.493,0.4457,1,0,0,0.0,0,0,0.060537
HP003377,2026-07-01,RET-202607,WEST,PUSH,PREMIUM,490,10,6,514.03,90.46,0.0711,0.0175,0,9,0,4,0.3518,0.4352,1,0,0,0.0,1,1,0.028455
HP005093,2026-06-01,RET-202606,WEST,PUSH,PLUS,1091,7,2,74.64,38.11,0.45,0.2078,2,12,2,18,0.255,0.4705,1,0,0,0.0,0,0,0.084514
HP004211,2026-08-01,RET-202608,SOUTH,EMAIL,STANDARD,470,43,2,117.36,75.55,0.1236,0.0215,2,5,0,42,0.5848,0.3794,1,0,0,0.0,0,0,0.040259
HP002547,2026-06-01,RET-202606,WEST,PUSH,STANDARD,1105,11,3,167.93,49.04,0.4877,0.1345,4,7,1,61,0.303,0.4482,1,0,0,0.0,1,0,0.070799
HP003920,2025-11-01,RET-202511,MIDWEST,SMS,STANDARD,799,8,3,77.92,26.56,0.6907,0.3419,2,9,6,19,0.7255,0.4031,1,0,1,27.34,0,0,0.2339
HP000904,2026-02-01,RET-202602,SOUTH,PUSH,STANDARD,1979,9,4,220.65,66.66,0.5334,0.2179,1,8,2,13,0.3332,0.4415,1,0,0,0.0,1,0,0.10447
HP003753,2025-12-01,RET-202512,NORTHEAST,EMAIL,PLUS,595,85,1,65.6,69.88,0.0644,0.0124,0,3,0,10,0.1732,0.4724,1,0,0,0.0,0,0,0.025743
HP003653,2026-06-01,RET-202606,MIDWEST,PUSH,PREMIUM,1547,15,4,710.06,179.16,0.5316,0.1774,3,3,1,39,0.6319,0.3888,1,0,0,0.0,1,0,0.255739
HP000482,2025-09-01,RET-202509,NORTHEAST,EMAIL,PLUS,191,19,3,185.22,57.5,0.5666,0.2224,1,10,1,55,0.3285,0.4694,1,0,0,0.0,0,0,0.095384
HP004751,2026-04-01,RET-202604,MIDWEST,EMAIL,PLUS,712,16,4,384.76,102.23,0.2407,0.0384,0,11,0,85,0.2941,0.4645,1,0,0,0.0,0,0,0.049707
HP003062,2026-07-01,RET-202607,NORTHEAST,EMAIL,PREMIUM,2277,7,4,482.88,109.81,0.2547,0.084,2,5,1,50,0.4958,0.3649,1,0,0,0.0,1,0,0.100143
HP000465,2026-07-01,RET-202607,WEST,EMAIL,PLUS,2141,25,1,104.08,114.09,0.1105,0.0182,2,8,1,70,0.1769,0.4331,1,0,0,0.0,0,0,0.044767
HP000726,2025-11-01,RET-202511,NORTHEAST,EMAIL,STANDARD,359,7,0,0.0,28.73,0.1464,0.0387,0,6,0,14,0.1442,0.4071,1,0,0,0.0,0,0,0.054276
HP004940,2026-04-01,RET-202604,MIDWEST,EMAIL,PLUS,1465,6,2,143.19,76.27,0.3783,0.1094,4,4,1,19,0.4137,0.4379,1,0,0,0.0,1,0,0.087052
HP002568,2026-03-01,RET-202603,WEST,EMAIL,PREMIUM,1359,40,4,298.56,86.85,0.363,,1,4,0,35,0.5059,0.3823,1,0,0,0.0,0,0,0.064509
HP004690,2025-11-01,RET-202511,MIDWEST,SMS,STANDARD,1342,29,2,46.72,21.24,0.1271,0.0262,2,11,0,24,0.2945,0.4213,1,0,0,0.0,0,0,0.052622
HP001820,2026-07-01,RET-202607,NORTHEAST,SMS,PREMIUM,663,13,6,966.25,169.99,0.0468,0.0099,0,11,0,35,0.7806,0.3216,1,0,0,0.0,0,0,0.222905
HP003418,2025-10-01,RET-202510,NORTHEAST,SMS,STANDARD,1302,17,2,78.96,40.64,0.166,,1,7,0,35,0.7586,0.3845,1,0,0,0.0,0,0,0.101443
HP001569,2026-07-01,RET-202607,WEST,EMAIL,PREMIUM,1363,17,1,159.92,172.92,0.2072,0.0375,0,2,0,64,0.3936,0.4015,1,0,0,0.0,0,0,0.052084
HP001426,2026-04-01,RET-202604,SOUTH,EMAIL,PLUS,1937,19,6,661.9,96.89,0.606,0.2069,7,11,1,18,0.2564,0.5083,1,0,0,0.0,1,0,0.117354
HP004789,2026-07-01,RET-202607,NORTHEAST,EMAIL,STANDARD,829,54,2,56.65,30.63,0.0939,0.0212,2,8,1,48,0.4026,0.438,1,0,1,31.97,0,0,0.038363
HP002394,2026-03-01,RET-202603,WEST,PUSH,PREMIUM,613,4,10,524.88,57.55,0.8109,0.4901,5,7,4,32,0.6291,0.356,1,0,0,0.0,1,1,0.336022
HP002484,2026-08-01,RET-202608,SOUTH,PUSH,PLUS,1356,46,2,137.16,76.72,0.0363,0.0023,2,9,0,15,0.1062,0.4583,1,0,0,0.0,0,0,0.013285
HP000641,2026-01-01,RET-202601,SOUTH,EMAIL,STANDARD,1349,41,1,38.34,40.01,0.2084,0.049,3,8,1,124,0.7104,0.36,1,0,0,0.0,0,0,0.100686
HP000777,2026-01-01,RET-202601,SOUTH,EMAIL,STANDARD,553,15,2,144.64,,0.8403,0.2791,7,5,1,54,0.17,0.4422,1,0,0,0.0,1,0,0.124432
HP000805,2025-12-01,RET-202512,SOUTH,EMAIL,STANDARD,1165,19,0,0.0,,0.4375,0.0985,1,10,1,71,0.6505,0.4104,1,0,0,0.0,0,0,0.143533
HP004624,2026-02-01,RET-202602,MIDWEST,EMAIL,PLUS,559,23,1,125.25,140.1,0.1581,0.0245,1,5,0,64,0.2615,0.4076,1,0,0,0.0,1,0,0.043354
HP001447,2026-04-01,RET-202604,SOUTH,PUSH,STANDARD,350,2,1,128.57,128.2,0.0934,0.0105,0,5,1,38,0.2595,0.4088,1,0,0,0.0,0,0,0.048001
HP000721,2026-01-01,RET-202601,SOUTH,EMAIL,STANDARD,957,16,7,403.58,49.01,0.2548,0.0853,6,8,3,21,0.5072,0.4064,1,0,0,0.0,0,0,0.119828
HP001954,2026-02-01,RET-202602,SOUTH,EMAIL,PREMIUM,223,21,0,0.0,50.7,0.3404,0.0835,2,11,2,37,0.8426,0.3323,1,0,0,0.0,0,0,0.156519
HP003598,2026-03-01,RET-202603,SOUTH,EMAIL,STANDARD,767,9,6,612.12,88.13,0.4759,0.1796,1,3,1,27,0.2301,0.4623,1,0,0,0.0,1,0,0.125984
HP005134,2026-05-01,RET-202605,NORTHEAST,EMAIL,PLUS,1138,40,6,260.4,51.92,0.4298,0.1511,1,4,1,85,0.6033,0.3876,1,0,0,0.0,0,0,0.077074
HP001312,2025-10-01,RET-202510,WEST,SMS,PLUS,1258,28,4,440.61,102.5,0.6603,0.2152,1,12,2,47,0.3474,0.4772,1,0,0,0.0,1,0,0.072862
HP002692,2026-08-01,RET-202608,NORTHEAST,SMS,STANDARD,785,11,2,128.25,51.88,0.5082,0.1501,1,6,0,74,0.0978,0.4981,1,0,0,0.0,1,0,0.060879
HP003491,2026-07-01,RET-202607,WEST,EMAIL,STANDARD,2008,10,3,137.85,47.95,0.2641,0.0482,0,8,0,7,0.2166,0.4318,1,0,0,0.0,1,0,0.04767
HP002202,2026-04-01,RET-202604,WEST,EMAIL,STANDARD,699,29,2,151.33,76.76,0.0857,0.0178,2,3,0,57,0.5025,0.4026,1,0,0,0.0,1,0,0.046372
HP004087,2026-02-01,RET-202602,MIDWEST,PUSH,PLUS,1632,19,1,35.39,41.41,0.6324,,3,4,1,33,0.7035,0.3594,1,0,0,0.0,0,0,0.18548
HP000378,2026-01-01,RET-202601,MIDWEST,PUSH,PLUS,1529,24,1,117.02,127.77,0.3291,0.0678,1,7,0,12,0.3761,0.4261,1,0,0,0.0,0,0,0.043849
HP003911,2025-11-01,RET-202511,MIDWEST,EMAIL,STANDARD,1864,38,1,27.31,23.95,0.4378,0.0793,2,2,0,13,0.3641,0.3962,1,0,0,0.0,0,0,0.060149
HP002481,2025-12-01,RET-202512,SOUTH,SMS,PLUS,1969,33,2,196.34,99.17,0.1692,0.026,1,8,0,44,0.3893,0.4259,1,0,0,0.0,1,0,0.049956
HP000263,2025-10-01,RET-202510,NORTHEAST,EMAIL,PLUS,1217,26,6,468.7,70.65,0.1907,0.0182,1,9,0,14,0.2499,0.4888,1,0,0,0.0,1,0,0.027204
HP003605,2026-05-01,RET-202605,SOUTH,PUSH,PREMIUM,734,14,7,348.18,51.49,0.572,0.2117,3,12,1,37,0.2571,0.4492,1,0,0,0.0,1,1,0.127367
HP002384,2025-12-01,RET-202512,NORTHEAST,EMAIL,PLUS,879,24,4,309.93,94.49,0.2404,0.0543,2,6,0,5,0.5546,0.3959,1,0,0,0.0,0,0,0.07759
HP002087,2025-09-01,RET-202509,SOUTH,EMAIL,STANDARD,1502,14,2,131.9,68.98,0.0822,0.0118,1,3,0,15,0.4797,0.3825,1,0,0,0.0,1,0,0.054891
HP005262,2026-04-01,RET-202604,SOUTH,PUSH,PLUS,1625,27,3,295.48,85.72,0.2846,0.059,2,3,0,50,0.413,0.4239,1,0,0,0.0,1,0,0.047354
HP005587,2025-12-01,RET-202512,SOUTH,SMS,STANDARD,1128,18,2,149.99,80.09,0.1097,0.0201,1,5,0,27,0.1445,0.4732,1,0,0,0.0,0,0,0.052034
HP003741,2026-08-01,RET-202608,MIDWEST,EMAIL,PLUS,572,19,3,140.82,38.22,0.1785,0.0209,2,9,1,22,0.2121,0.4389,1,0,0,0.0,0,0,0.053129
HP000537,2026-08-01,RET-202608,SOUTH,EMAIL,STANDARD,622,51,5,187.12,33.73,,0.0262,2,9,0,104,0.2996,0.419,1,0,0,0.0,0,0,0.041349
HP005284,2026-04-01,RET-202604,NORTHEAST,EMAIL,STANDARD,1634,13,0,0.0,70.18,0.0962,0.0169,1,12,2,36,0.6187,0.3402,1,0,0,0.0,0,0,0.056213
HP001421,2026-08-01,RET-202608,WEST,EMAIL,STANDARD,2035,10,3,181.86,54.38,0.0385,0.0059,2,8,1,72,0.416,0.4495,1,0,0,0.0,0,0,0.059242
HP003609,2026-07-01,RET-202607,NORTHEAST,SMS,PLUS,1911,10,4,381.31,92.29,0.7562,0.4387,5,6,2,14,0.8262,0.3537,1,0,0,0.0,1,0,0.170673
HP001126,2025-12-01,RET-202512,SOUTH,EMAIL,STANDARD,791,56,0,0.0,99.77,0.0803,0.009,1,7,1,7,0.4473,0.4805,1,0,0,0.0,0,0,0.045118
HP003902,2026-06-01,RET-202606,WEST,SMS,PLUS,2123,59,1,61.71,77.19,,0.0988,0,10,0,34,0.4498,0.4444,1,0,0,0.0,0,0,0.028206
HP004098,2026-06-01,RET-202606,MIDWEST,EMAIL,PLUS,2050,48,0,0.0,58.98,0.1322,0.0235,3,6,0,42,0.3165,0.4359,1,0,0,0.0,0,0,0.033694
HP003945,2026-01-01,RET-202601,NORTHEAST,EMAIL,PLUS,1956,7,2,284.9,119.78,0.69,0.4394,5,7,3,9,0.7175,0.3868,1,0,0,0.0,1,1,0.192855
HP004268,2026-03-01,RET-202603,WEST,EMAIL,STANDARD,1589,21,2,136.18,65.75,0.4679,0.1084,3,7,2,93,0.4489,0.4257,1,0,0,0.0,0,0,0.079845
HP000648,2026-06-01,RET-202606,MIDWEST,SMS,STANDARD,1789,6,1,25.22,25.17,0.1805,0.0626,2,10,2,26,0.768,0.3762,1,0,0,0.0,0,0,0.066195
HP005077,2025-11-01,RET-202511,MIDWEST,EMAIL,PREMIUM,1185,4,4,328.8,81.11,0.543,0.2641,1,2,0,19,0.7019,0.3643,1,0,0,0.0,0,0,0.17777
HP001271,2026-07-01,RET-202607,WEST,SMS,STANDARD,1677,4,0,0.0,36.61,0.7648,0.3656,6,10,4,27,0.6624,0.3835,1,0,0,0.0,1,1,0.146061
HP003411,2026-05-01,RET-202605,NORTHEAST,PUSH,STANDARD,1800,29,1,39.4,35.33,,0.0512,4,4,2,26,0.4785,0.423,1,0,1,43.08,0,0,0.069505
HP002771,2026-04-01,RET-202604,WEST,EMAIL,PREMIUM,1620,9,7,374.02,58.35,0.9255,0.3858,6,11,1,44,0.0991,0.4823,1,0,0,0.0,1,0,0.190038
HP003447,2025-12-01,RET-202512,MIDWEST,EMAIL,STANDARD,612,14,3,391.53,129.29,0.5701,0.1972,5,9,2,33,0.6405,0.4132,1,0,0,0.0,0,0,0.27428
HP000161,2026-06-01,RET-202606,SOUTH,PUSH,PREMIUM,797,38,2,163.55,,0.1579,0.0251,2,11,0,53,0.1757,0.4608,1,0,0,0.0,0,0,0.043066
HP000513,2025-10-01,RET-202510,WEST,PUSH,STANDARD,477,16,1,85.5,68.78,0.1037,0.0143,3,9,1,32,0.6962,0.3635,1,0,0,0.0,0,0,0.108966
HP001366,2026-01-01,RET-202601,SOUTH,EMAIL,STANDARD,1324,5,0,0.0,49.42,0.3424,0.0284,4,12,0,40,0.0561,0.4761,1,0,0,0.0,1,0,0.054732
HP001871,2025-12-01,RET-202512,MIDWEST,EMAIL,PLUS,242,56,2,66.06,40.95,0.131,0.02,1,8,1,21,0.1179,0.4222,1,0,0,0.0,0,0,0.045389
HP002732,2026-01-01,RET-202601,SOUTH,EMAIL,PREMIUM,680,54,6,461.34,69.2,0.3139,0.0869,2,5,1,22,0.2894,0.4779,1,0,0,0.0,1,0,0.073905
HP002543,2026-08-01,RET-202608,NORTHEAST,EMAIL,STANDARD,466,7,0,0.0,83.06,0.1168,0.0236,0,4,0,44,0.2158,0.4921,1,0,0,0.0,0,0,0.038795
HP002920,2026-02-01,RET-202602,SOUTH,EMAIL,PLUS,1285,3,4,263.91,70.46,0.7546,0.4415,4,7,1,46,0.5112,0.4286,1,0,0,0.0,1,1,0.162382
HP005221,2025-12-01,RET-202512,NORTHEAST,EMAIL,STANDARD,474,24,3,132.32,63.29,0.4668,0.0889,3,8,0,54,0.2652,0.4606,1,0,0,0.0,1,0,0.076453
HP000439,2026-03-01,RET-202603,WEST,PUSH,PREMIUM,1502,33,5,209.58,44.82,0.6655,0.3221,3,10,2,47,0.715,0.4132,1,0,0,0.0,1,0,0.205541
HP005029,2026-07-01,RET-202607,NORTHEAST,SMS,PREMIUM,501,22,6,438.07,73.63,0.5253,0.2131,3,9,2,72,0.2263,0.4688,1,0,0,0.0,1,0,0.100004
HP000653,2026-07-01,RET-202607,WEST,EMAIL,STANDARD,1991,5,1,79.42,70.69,0.3007,0.061,0,12,0,50,0.494,0.4135,1,0,0,0.0,1,0,0.050302
HP000677,2026-04-01,RET-202604,SOUTH,EMAIL,STANDARD,360,12,3,232.51,83.22,,0.0515,2,6,0,41,0.4297,0.4111,1,0,0,0.0,1,0,0.060515
HP000673,2025-12-01,RET-202512,NORTHEAST,EMAIL,STANDARD,1892,71,0,0.0,59.31,0.0579,0.0037,1,11,0,26,0.7508,0.3434,1,0,1,84.35,0,0,0.037459
HP001063,2026-04-01,RET-202604,WEST,EMAIL,STANDARD,1726,79,2,233.95,112.4,0.0241,0.0007,0,6,0,51,0.211,0.4236,1,0,0,0.0,1,0,0.021477
HP002291,2025-09-01,RET-202509,MIDWEST,SMS,STANDARD,713,19,0,0.0,46.35,0.6653,0.1764,5,10,3,31,0.0985,0.4659,1,0,0,0.0,1,0,0.092218
HP004211,2025-11-01,RET-202511,SOUTH,EMAIL,STANDARD,200,72,1,21.39,21.81,0.088,0.0159,2,4,0,49,0.774,0.373,1,0,0,0.0,1,0,0.080657
HP001829,2026-01-01,RET-202601,WEST,SMS,STANDARD,186,17,1,24.8,20.79,,0.1808,0,3,1,47,0.4743,0.4452,1,0,0,0.0,0,0,0.08199
HP004264,2026-03-01,RET-202603,WEST,EMAIL,PLUS,865,32,5,216.81,55.66,0.4444,0.0953,4,4,0,37,0.2848,0.4617,1,0,0,0.0,0,0,0.062726
HP002596,2026-08-01,RET-202608,MIDWEST,EMAIL,PLUS,787,12,2,173.07,89.69,0.5911,0.2488,4,12,2,20,0.1235,0.4934,1,0,0,0.0,1,0,0.096523
HP005181,2025-12-01,RET-202512,SOUTH,SMS,STANDARD,1399,26,3,113.17,,0.2057,0.0781,3,7,2,16,0.7097,0.3555,1,0,0,0.0,0,0,0.091004
HP004130,2025-11-01,RET-202511,MIDWEST,EMAIL,STANDARD,1253,12,4,280.7,69.68,,0.1073,5,5,0,6,0.093,0.4617,1,0,0,0.0,1,0,0.089581
HP004058,2026-02-01,RET-202602,SOUTH,SMS,STANDARD,1175,35,1,59.1,51.79,0.1507,0.0259,2,2,0,46,0.6289,0.3345,1,0,0,0.0,0,0,0.040593
HP000557,2026-02-01,RET-202602,SOUTH,EMAIL,PLUS,1425,4,0,0.0,58.07,0.3856,0.1461,1,7,2,22,0.7277,0.3763,1,0,0,0.0,1,0,0.086541
HP001100,2026-08-01,RET-202608,MIDWEST,EMAIL,STANDARD,582,21,2,95.02,54.55,0.2198,0.0902,4,8,2,54,0.4596,0.4241,1,0,0,0.0,1,0,0.069013
HP004675,2026-01-01,RET-202601,NORTHEAST,EMAIL,PREMIUM,1440,33,2,209.59,124.52,0.7927,0.3753,6,5,1,105,0.4658,0.4258,1,0,1,126.13,1,0,0.122452
HP005751,2026-04-01,RET-202604,WEST,EMAIL,PLUS,307,12,4,201.86,54.91,0.7216,0.2558,4,11,4,10,0.1259,0.4597,1,0,0,0.0,1,0,0.067854
HP003733,2026-03-01,RET-202603,SOUTH,EMAIL,STANDARD,2113,24,4,328.23,78.79,0.4783,0.0675,0,9,0,64,0.1545,0.4823,1,0,0,0.0,0,0,0.049012
HP005094,2025-10-01,RET-202510,SOUTH,PUSH,PLUS,1035,19,2,293.66,151.09,0.1559,0.0268,2,11,0,32,0.2575,0.4212,1,0,0,0.0,0,0,0.0465
HP001757,2026-07-01,RET-202607,NORTHEAST,SMS,PLUS,1940,14,7,428.71,71.27,0.8383,0.5134,4,2,0,26,0.5704,0.3598,1,0,0,0.0,0,0,0.141964
HP004785,2025-09-01,RET-202509,MIDWEST,SMS,PLUS,1903,24,7,472.59,63.99,0.5337,0.1829,2,2,2,55,0.4746,0.3963,1,0,0,0.0,0,0,0.180907
HP005612,2026-04-01,RET-202604,SOUTH,SMS,PLUS,934,91,2,198.96,119.86,0.1371,0.014,0,5,0,74,0.545,0.3994,1,0,0,0.0,0,0,0.019871
HP001292,2026-04-01,RET-202604,SOUTH,EMAIL,PLUS,1718,158,2,260.0,129.05,0.2716,0.033,1,6,0,73,0.1386,0.4262,1,0,0,0.0,0,0,0.011974
HP000376,2026-03-01,RET-202603,SOUTH,EMAIL,PLUS,300,7,1,118.16,93.29,0.0783,0.0074,2,5,0,16,0.1987,0.4581,1,0,0,0.0,1,0,0.049265
HP000094,2025-11-01,RET-202511,WEST,EMAIL,PREMIUM,1410,30,6,580.84,93.41,0.3509,0.1033,2,2,1,30,0.1871,0.4411,1,0,0,0.0,1,0,0.352693
HP002632,2026-02-01,RET-202602,NORTHEAST,EMAIL,PREMIUM,2122,39,5,315.73,66.98,0.0925,0.0167,0,7,1,48,0.1125,0.5294,1,0,0,0.0,0,0,0.054612
HP001721,2026-05-01,RET-202605,SOUTH,EMAIL,PLUS,367,21,2,87.03,46.97,0.2471,0.0493,0,6,0,33,0.3518,0.4133,1,0,0,0.0,1,0,0.043408
HP005800,2026-08-01,RET-202608,WEST,EMAIL,PREMIUM,1381,8,6,622.27,144.04,0.6731,0.2799,5,9,2,27,0.4843,0.4618,1,0,0,0.0,1,0,0.318163
HP004053,2025-11-01,RET-202511,SOUTH,EMAIL,PLUS,235,3,4,247.21,64.91,0.048,0.0056,2,12,0,88,0.3534,0.3807,1,0,0,0.0,0,0,0.081456
HP003782,2026-05-01,RET-202605,WEST,PUSH,PLUS,2018,31,4,391.2,95.86,0.1154,0.024,5,9,0,58,0.2382,0.441,1,0,0,0.0,0,0,0.045346
HP002064,2026-06-01,RET-202606,WEST,EMAIL,PLUS,367,13,2,125.1,50.76,0.246,0.0938,2,3,2,45,0.854,0.3218,1,0,1,53.68,1,0,0.207094
HP001748,2026-05-01,RET-202605,WEST,EMAIL,STANDARD,1419,3,6,311.83,51.5,0.4682,0.1468,4,10,0,88,0.3641,0.4257,1,0,0,0.0,1,0,0.090475
HP001841,2026-06-01,RET-202606,SOUTH,EMAIL,PLUS,2090,1,2,130.52,52.77,0.5148,0.2437,6,8,2,41,0.3548,0.4478,1,0,0,0.0,0,0,0.127845
HP004492,2026-02-01,RET-202602,MIDWEST,EMAIL,PLUS,935,32,2,140.1,78.58,0.19,0.0399,2,2,1,57,0.2909,0.4278,1,0,0,0.0,0,0,0.070857
HP000918,2026-03-01,RET-202603,WEST,EMAIL,PLUS,1970,12,2,105.44,54.57,0.4257,0.1795,3,10,1,30,0.818,0.3472,1,0,0,0.0,0,0,0.10521
HP004094,2026-03-01,RET-202603,MIDWEST,EMAIL,PLUS,542,22,1,303.35,248.89,0.2372,0.0553,2,8,1,29,0.6522,0.3892,1,0,0,0.0,1,0,0.060258
HP000255,2026-03-01,RET-202603,WEST,EMAIL,PLUS,1255,6,2,81.25,43.21,0.8073,0.4432,9,2,1,65,0.486,0.4294,1,0,0,0.0,1,1,0.209264
HP002372,2025-10-01,RET-202510,MIDWEST,EMAIL,PLUS,1798,20,3,233.6,85.77,0.1729,0.0265,0,9,0,24,0.1635,0.4681,1,0,0,0.0,0,0,0.04543
