customer_id,scoring_date,country,device_type,customer_tenure_days,customer_value_tier,days_since_last_transaction,transactions_7d,transactions_30d,transactions_60d,active_days_30d,payment_volume_30d_usd,avg_transaction_value_30d,transaction_count_change_30d_vs_prior30d,payment_volume_change_30d_vs_prior30d,failed_transactions_30d,support_contacts_30d,login_days_30d,products_used_60d,marketing_engagement_30d,inactive_next_30d,transactions_next_30d,future_inactivity_status,retention_case_opened_after_score
PW017012,2026-07-06,US,Mobile,1331,Medium,2,0,1,5,1,61.7,67.7,0.0,0.3708,0,0,5,2,0.9102,0,4,Active,0
PW000904,2026-02-02,US,Mobile,616,High,3,1,5,10,5,691.67,163.63,0.6667,0.0467,1,0,5,3,0.7483,0,3,Active,0
PW012696,2026-06-01,MX,Mobile,1670,Medium,18,0,0,2,1,41.54,33.68,-1.0,-0.384,1,0,4,1,0.0566,1,0,Inactive,1
PW005511,2026-01-05,US,Mobile,969,Low,2,0,1,4,1,18.26,21.48,0.0,-0.2423,0,0,0,2,0.828,1,0,Inactive,0
PW005026,2026-05-04,US,Desktop,1545,Medium,16,0,1,2,1,80.8,87.01,0.0,0.1005,1,0,8,1,0.4091,0,1,Active,0
PW010741,2026-01-05,MX,Desktop,1463,Low,8,0,0,2,1,28.6,27.76,-1.0,-0.092,0,0,4,1,0.251,0,2,Active,0
PW009528,2026-06-01,US,Mobile,742,Medium,17,0,0,4,1,26.02,25.57,-1.0,-0.0607,0,0,2,1,0.0941,0,1,Active,0
PW004534,2026-03-02,US,Mobile,1733,Low,2,1,7,7,6,125.88,18.89,0.0,0.2236,0,0,6,2,0.7466,0,4,Active,0
PW016951,2026-08-03,US,Desktop,1622,Medium,16,0,1,4,1,60.02,68.62,-0.5,-0.1833,0,0,3,2,0.0812,0,1,Active,0
PW001737,2026-07-06,BR,Desktop,557,Low,2,0,0,2,1,147.25,154.3,-1.0,-0.3794,0,0,0,1,0.1079,0,1,Active,0
PW002628,2026-02-02,US,Mobile,1425,Low,3,0,1,5,1,24.56,23.86,0.0,-0.65,2,0,0,1,0.2987,0,4,Active,0
PW015652,2026-07-06,BR,Mobile,1553,Medium,11,0,1,6,1,51.57,57.81,0.0,-0.1262,0,0,12,2,0.8692,0,7,Active,0
PW023443,2026-04-06,BR,Desktop,889,Medium,6,0,1,5,1,76.83,88.39,-0.5,-0.0085,1,1,2,2,0.3326,0,2,Active,0
PW018820,2026-03-02,US,Desktop,218,Medium,6,0,1,6,1,78.72,58.65,0.0,0.0698,2,0,7,1,0.9415,0,5,Active,0
PW017432,2026-02-02,US,Mobile,1420,Medium,10,2,3,5,3,370.58,164.48,-0.25,-0.1405,0,1,0,1,0.3031,0,2,Active,0
PW018042,2026-01-05,MX,Desktop,258,High,1,1,6,9,6,369.58,66.13,0.2,0.0582,0,1,8,3,0.8591,0,5,Active,0
PW023777,2026-02-02,US,Mobile,1726,High,5,0,4,7,2,281.27,70.97,-0.2,-0.1713,0,0,1,1,0.2976,0,2,Active,0
PW007771,2026-04-06,BR,Mobile,345,High,11,0,2,5,2,230.86,81.82,0.0,0.1465,0,0,2,1,0.5448,0,1,Active,0
PW006668,2026-07-06,US,Mobile,757,Low,22,0,0,2,1,35.64,31.1,-1.0,0.2705,1,0,0,1,0.0095,1,0,Inactive,0
PW028607,2026-05-04,CR,Mobile,1213,Low,7,0,0,2,1,72.49,79.39,-1.0,0.3161,0,0,5,2,0.6533,0,1,Active,1
PW009479,2026-08-03,US,Mobile,959,Low,4,0,1,3,1,56.34,56.8,0.0,-0.055,0,0,4,2,0.8285,0,1,Active,0
PW027866,2026-07-06,BR,Desktop,1141,Medium,12,1,3,7,3,159.72,55.13,0.0,-0.3411,1,0,3,2,0.3109,0,1,Active,0
PW002631,2026-08-03,MX,Mobile,796,Medium,2,1,2,6,1,83.63,35.83,-0.3333,-0.3282,0,0,2,2,0.8199,0,2,Active,0
PW020870,2026-07-06,BR,Desktop,994,Medium,24,2,4,5,4,207.27,53.45,0.0,-0.1427,2,0,8,2,0.386,0,4,Active,1
PW026605,2026-07-06,MX,Desktop,542,Medium,27,0,0,2,1,55.71,47.01,-1.0,0.2251,0,0,10,2,0.3624,1,0,Inactive,1
PW019999,2026-01-05,US,Mobile,1410,Medium,10,0,1,4,1,99.93,91.23,0.0,0.018,1,0,0,2,0.3337,0,4,Active,1
PW017325,2026-05-04,US,Mobile,1514,Medium,15,0,1,2,1,34.03,35.14,0.0,-0.5311,1,3,4,2,,0,3,Active,0
PW026653,2026-05-04,US,Mobile,785,Low,44,0,0,3,1,36.31,41.04,-1.0,-0.2595,0,1,0,1,0.0013,1,0,Inactive,1
PW000635,2026-03-02,US,Mobile,1711,Low,9,0,0,3,1,23.73,30.03,-1.0,-0.1914,0,0,8,1,0.628,0,2,Active,0
PW016906,2026-03-02,BR,Mobile,1250,Medium,3,0,3,4,3,122.37,57.33,0.0,-0.4169,1,0,2,1,0.187,0,3,Active,0
PW003904,2026-01-05,US,Desktop,1390,Medium,22,0,1,1,1,81.78,63.25,0.0,-0.0977,1,0,0,1,0.0082,1,0,Inactive,1
PW023653,2026-01-05,CR,Mobile,1606,Medium,34,1,2,4,1,67.7,36.02,0.0,-0.2576,1,1,7,2,0.0729,0,1,Active,1
PW017697,2026-01-05,US,Mobile,985,Medium,37,0,1,4,1,51.27,56.79,0.0,-0.2025,0,0,0,2,0.0081,1,0,Inactive,1
PW022494,2026-07-06,MX,Mobile,1577,Low,16,1,1,4,1,82.5,93.89,0.0,0.0918,0,0,5,2,0.4689,1,0,Inactive,0
PW016937,2026-07-06,US,Mobile,1470,Medium,10,0,5,9,2,213.05,53.28,0.25,0.3361,2,0,5,1,0.4852,0,6,Active,0
PW020196,2026-04-06,MX,Mobile,1424,Low,64,0,2,5,2,36.45,16.87,0.0,-0.3787,1,0,2,1,0.0022,1,0,Inactive,0
PW017396,2026-03-02,BR,Mobile,1791,Medium,17,1,2,4,1,60.99,31.21,-0.3333,-0.3752,0,1,0,2,0.1958,0,6,Active,0
PW015360,2026-06-01,BR,Desktop,792,Low,16,1,2,4,1,84.96,28.34,0.0,-0.2773,1,0,1,2,0.0396,0,6,Active,0
PW023888,2026-08-03,MX,Mobile,1991,Low,46,0,0,1,1,35.91,49.78,-1.0,-0.1154,0,1,3,1,0.0068,0,1,Active,0
PW002436,2026-03-02,US,Mobile,806,Low,10,0,0,2,1,95.75,88.39,-1.0,-0.3514,0,0,0,1,0.1007,0,1,Active,0
PW013162,2026-04-06,US,Mobile,976,Medium,16,1,3,4,3,237.08,81.73,-0.4,0.0168,0,0,4,1,0.2253,1,0,Inactive,1
PW028970,2026-07-06,CR,Desktop,311,Low,43,0,0,1,1,52.15,52.67,-1.0,-0.2677,1,1,0,1,0.0034,1,0,Inactive,0
PW010759,2026-05-04,US,Mobile,1760,High,15,2,6,8,6,330.65,73.63,-0.1429,0.1381,3,1,0,2,0.0278,0,1,Active,0
PW005459,2026-04-06,MX,Desktop,1044,Low,14,0,0,2,1,53.37,71.73,-1.0,0.2083,0,0,8,1,0.26,0,1,Active,0
PW013426,2026-05-04,US,Mobile,249,Medium,2,0,0,2,1,26.98,32.07,-1.0,,0,0,2,2,0.0896,0,2,Active,0
PW004042,2026-05-04,BR,Mobile,703,Medium,6,2,4,9,4,341.46,88.95,0.0,-0.0597,0,0,8,3,0.9439,0,2,Active,0
PW024585,2026-06-01,MX,Mobile,1936,Medium,48,0,2,8,2,204.09,118.29,-0.3333,-0.1667,0,2,6,2,0.0149,0,4,Active,0
PW012521,2026-03-02,BR,Mobile,998,Medium,14,1,4,6,4,90.64,25.39,0.0,-0.4757,1,1,12,3,0.6557,0,3,Active,0
PW017438,2026-01-05,US,Mobile,121,Low,6,1,2,6,2,92.58,44.11,0.0,0.0863,0,0,10,3,0.9423,0,4,Active,0
PW027339,2026-06-01,BR,Mobile,265,Medium,7,0,0,3,1,20.05,22.1,-1.0,-0.0396,0,2,3,2,0.444,0,1,Active,0
PW022767,2026-07-06,MX,Mobile,1659,Low,14,0,0,1,1,19.48,18.74,-1.0,-0.0979,0,0,1,1,0.0567,0,1,Active,1
PW007491,2026-05-04,BR,Desktop,586,Medium,17,0,1,4,1,157.61,145.93,0.0,0.0415,0,0,0,2,0.0795,1,0,Inactive,1
PW025606,2026-02-02,CR,Mobile,714,High,15,0,4,10,3,509.7,113.91,-0.2,-0.1856,1,1,8,4,0.3979,0,4,Active,0
PW016238,2026-01-05,US,Mobile,711,Medium,4,1,1,6,1,36.63,27.23,0.0,-0.0083,1,1,4,3,0.4846,0,3,Active,0
PW022314,2026-08-03,MX,Mobile,586,High,11,0,2,3,2,46.61,29.34,-0.3333,-0.4217,1,1,2,3,0.3371,0,3,Active,1
PW020816,2026-05-04,CR,Mobile,1885,Medium,8,0,1,5,1,82.29,116.88,-0.6667,-0.0094,1,0,2,1,0.4462,0,2,Active,0
PW024562,2026-07-06,BR,Mobile,1894,Low,3,1,1,1,1,33.4,31.8,0.0,-0.3696,0,2,2,1,,0,1,Active,0
PW015392,2026-01-05,MX,Mobile,220,Medium,9,1,3,7,2,246.19,74.82,0.0,0.2387,0,1,5,2,0.5535,0,3,Active,0
PW015551,2026-06-01,US,Mobile,362,Medium,2,0,2,3,2,109.59,48.67,0.0,-0.2717,2,1,6,3,0.6465,0,2,Active,0
PW015690,2026-01-05,MX,Mobile,1597,Medium,50,0,0,1,1,36.99,35.37,-1.0,-0.1172,0,1,2,2,0.0019,1,0,Inactive,1
PW006096,2026-07-06,BR,Mobile,1551,Low,19,0,1,3,1,41.3,34.78,0.0,0.0238,1,0,5,2,0.263,1,0,Inactive,1
PW001375,2026-03-02,US,Mobile,1247,Medium,3,0,0,3,1,67.66,63.17,-1.0,-0.1395,1,0,4,2,0.667,0,2,Active,0
PW023430,2026-02-02,CR,Mobile,806,High,6,0,2,7,2,250.45,106.62,0.0,-0.1651,0,0,5,2,0.5351,0,2,Active,0
PW009571,2026-04-06,MX,Mobile,187,Medium,2,2,2,3,1,108.51,68.06,0.0,-0.1037,1,0,10,2,0.931,0,5,Active,0
PW013859,2026-04-06,US,Mobile,1644,Low,21,0,2,4,1,152.0,55.47,0.0,-0.0551,0,0,4,1,0.137,1,0,Inactive,1
PW015718,2026-04-06,MX,Mobile,1696,High,15,1,5,8,2,824.2,177.78,0.0,-0.0354,1,1,3,2,0.1714,1,0,Inactive,0
PW027490,2026-06-01,US,Mobile,1260,Medium,11,0,3,5,3,232.15,71.87,-0.4,-0.5493,0,0,0,1,0.0598,1,0,Inactive,0
PW016434,2026-04-06,US,Mobile,1245,High,5,2,2,4,2,446.04,145.87,0.0,-0.0136,0,0,8,3,0.8549,0,4,Active,0
PW011361,2026-07-06,US,Mobile,404,Medium,8,2,4,6,4,531.53,138.33,-0.2,-0.1224,1,1,10,1,0.8827,1,0,Inactive,0
PW028080,2026-01-05,BR,Mobile,1033,Medium,3,1,4,7,4,270.24,58.09,0.3333,0.0674,2,0,6,3,0.7626,0,8,Active,0
PW001738,2026-05-04,BR,Mobile,1156,High,33,0,0,6,1,258.89,230.93,-1.0,-0.3376,0,0,5,2,0.1297,1,0,Inactive,1
PW028330,2026-06-01,CR,Mobile,1802,Low,50,0,1,1,1,21.87,25.29,0.0,-0.4871,2,2,5,1,,1,0,Inactive,1
PW008040,2026-02-02,US,Mobile,595,Medium,12,1,4,8,4,146.67,49.87,0.3333,-0.2755,0,0,6,2,0.4986,0,5,Active,0
PW010459,2026-02-02,US,Mobile,269,High,5,0,6,8,6,565.74,79.05,-0.1429,0.084,0,0,10,2,0.8686,0,1,Active,0
PW017523,2026-02-02,US,Mobile,1689,Low,7,2,8,10,7,244.43,30.48,0.1429,0.2564,0,1,12,1,0.7825,0,2,Active,0
PW004201,2026-04-06,US,Mobile,186,Medium,8,1,3,5,2,63.34,22.13,0.0,-0.0091,0,0,7,2,0.267,0,2,Active,0
PW025842,2026-05-04,US,Mobile,1115,Medium,4,1,1,5,1,129.17,115.06,0.0,-0.2612,2,1,9,1,0.3976,0,1,Active,0
PW009675,2026-03-02,US,Mobile,1415,Medium,5,2,4,7,3,362.8,73.41,0.0,-0.0153,0,2,5,3,0.5223,0,2,Active,0
PW022814,2026-04-06,BR,Desktop,1635,Low,4,0,0,2,1,62.2,57.73,-1.0,-0.1588,0,0,3,1,0.2986,1,0,Inactive,1
PW012168,2026-03-02,BR,Mobile,242,Medium,0,1,4,8,1,69.05,24.23,0.3333,-0.2352,3,0,4,2,0.8634,1,0,Inactive,1
PW003855,2026-02-02,US,Mobile,648,Medium,14,0,2,3,2,99.56,49.16,-0.6,-0.2006,0,0,4,3,0.2064,0,2,Active,0
PW009396,2026-08-03,MX,Mobile,1147,Medium,20,0,0,4,1,19.85,20.57,-1.0,-0.4165,0,0,0,1,0.0345,1,0,Inactive,1
PW025136,2026-07-06,US,Mobile,508,Medium,19,1,1,1,1,289.42,294.96,0.0,-0.0359,0,0,0,1,0.0292,0,2,Active,0
PW002229,2026-01-05,US,Desktop,533,Medium,4,0,8,10,8,449.03,41.83,0.0,0.0847,2,0,9,2,0.9361,0,7,Active,1
PW011233,2026-06-01,MX,Mobile,407,Low,17,0,1,3,1,65.72,76.5,-0.5,-0.2878,0,0,0,1,0.0199,1,0,Inactive,1
PW004408,2026-03-02,BR,Mobile,974,Medium,32,0,1,4,1,57.67,51.89,0.0,-0.0144,3,0,0,3,0.0542,0,1,Active,0
PW015041,2026-08-03,MX,Mobile,1087,Low,29,0,1,1,1,73.56,61.93,-0.6667,-0.1848,1,0,0,1,0.0106,1,0,Inactive,1
PW013425,2026-08-03,US,Desktop,615,Low,10,0,3,5,3,96.51,35.56,0.0,-0.072,0,0,3,1,0.3428,0,6,Active,0
PW029498,2026-07-06,MX,Mobile,1107,High,9,0,0,3,1,557.21,561.44,-1.0,-0.2196,0,0,1,3,0.1143,0,1,Active,0
PW028173,2026-02-02,BR,Mobile,1179,High,35,2,7,9,5,481.2,70.96,0.1667,-0.2124,3,0,3,2,0.0187,1,0,Inactive,1
PW004105,2026-03-02,BR,Desktop,1809,Low,2,1,1,4,1,32.59,32.78,0.0,0.1614,1,0,6,2,0.8318,0,2,Active,0
PW001744,2026-07-06,BR,Desktop,654,Medium,23,0,1,2,1,113.78,117.61,0.0,-0.4307,2,0,0,1,0.0514,1,0,Inactive,1
PW007609,2026-03-02,BR,Desktop,1373,Medium,3,0,1,3,1,53.42,58.77,0.0,0.1062,0,0,0,1,0.2198,0,3,Active,0
PW011729,2026-01-05,US,Desktop,1504,Low,12,0,1,2,1,30.09,39.08,0.0,0.1431,1,0,6,2,0.5215,0,5,Active,0
PW009663,2026-06-01,US,Mobile,519,Medium,41,1,2,3,2,74.77,36.23,-0.3333,-0.2799,0,0,0,1,0.0033,0,2,Active,1
PW015644,2026-05-04,US,Mobile,1693,Medium,34,1,5,12,4,219.11,34.8,0.25,0.2106,2,0,7,2,0.3036,1,0,Inactive,1
PW001430,2026-08-03,US,Mobile,1135,Medium,3,0,2,3,2,116.05,53.15,-0.6,0.0111,0,0,2,2,0.2734,0,1,Active,0
PW003834,2026-04-06,BR,Mobile,982,Medium,55,0,1,3,1,36.02,42.84,0.0,-0.5611,0,2,7,2,0.0068,1,0,Inactive,1
PW010576,2026-07-06,US,Mobile,1864,Medium,11,0,1,4,1,41.57,41.7,0.0,-0.3853,0,0,1,2,0.2887,1,0,Inactive,1
PW006771,2026-03-02,MX,Desktop,1662,Low,3,0,1,2,1,43.81,41.15,0.0,-0.0919,0,1,7,1,0.4902,0,3,Active,0
PW007593,2026-05-04,BR,Mobile,1271,Medium,4,0,0,4,1,47.92,46.87,-1.0,-0.1532,1,0,0,3,0.5931,1,0,Inactive,1
PW024230,2026-03-02,BR,Mobile,1678,Medium,12,0,2,9,2,149.15,61.98,1.0,-0.0197,0,0,2,1,0.3594,1,0,Inactive,1
PW003146,2026-04-06,US,Mobile,656,High,4,1,6,7,5,803.56,144.06,0.2,0.1384,1,0,6,2,0.5737,0,1,Active,0
PW002922,2026-01-05,MX,Desktop,1674,Medium,7,2,4,6,4,302.9,64.6,-0.2,-0.0811,0,0,7,2,0.5811,0,4,Active,0
PW002915,2026-04-06,US,Mobile,782,Medium,8,0,2,3,2,150.18,87.6,-0.5,-0.2737,0,1,0,1,0.074,0,1,Active,0
PW029946,2026-03-02,US,Desktop,1097,Low,5,0,0,2,1,53.54,44.37,-1.0,-0.65,0,0,0,1,0.3237,0,1,Active,0
PW017839,2026-06-01,US,Desktop,1658,Medium,19,1,4,5,4,190.58,44.27,-0.2,-0.0962,2,0,3,2,0.1829,1,0,Inactive,1
PW004415,2026-06-01,US,Mobile,380,Medium,1,1,2,3,2,119.21,55.63,-0.3333,0.1127,1,0,7,2,0.8372,0,5,Active,0
PW027518,2026-07-06,US,Mobile,1137,Medium,92,0,0,2,1,66.6,69.51,-1.0,-0.1686,0,0,1,2,0.0001,1,0,Inactive,1
PW024393,2026-07-06,US,Desktop,1466,Low,2,0,3,4,2,144.84,46.98,-0.4,-0.1619,0,1,5,2,0.4511,0,5,Active,0
PW003086,2026-05-04,US,Mobile,1467,High,23,1,6,7,5,612.45,107.09,0.2,0.0305,1,1,10,2,0.4737,0,7,Active,0
PW018807,2026-04-06,US,Mobile,433,Low,6,0,0,2,1,75.19,68.01,-1.0,-0.1848,0,0,0,1,0.1141,0,2,Active,0
PW029592,2026-06-01,BR,Desktop,1154,Medium,29,0,0,3,1,70.99,79.0,-1.0,-0.2735,0,2,0,1,0.0219,1,0,Inactive,1
PW004088,2026-03-02,BR,Mobile,177,Medium,58,0,2,6,2,95.78,55.82,0.0,-0.042,0,0,0,1,0.0004,0,1,Active,0
PW008197,2026-03-02,US,Mobile,1360,Medium,23,0,0,3,1,19.94,23.3,-1.0,-0.0042,1,1,3,1,0.012,0,1,Active,0
PW026116,2026-07-06,US,Mobile,1484,Medium,45,1,2,6,2,56.73,30.95,0.0,-0.1109,0,0,0,2,0.0045,1,0,Inactive,1
PW016813,2026-01-05,CR,Mobile,1211,Medium,2,4,8,14,7,158.25,17.04,0.0,,0,1,10,3,0.9816,0,3,Active,0
PW012802,2026-04-06,US,Mobile,1128,Medium,7,1,2,3,1,466.18,236.35,0.0,-0.0778,1,1,3,2,0.5672,0,2,Active,0
PW027675,2026-07-06,CR,Desktop,393,Low,27,0,1,2,1,53.56,58.14,0.0,-0.2905,0,0,0,1,0.0201,0,2,Active,0
PW012314,2026-02-02,BR,Mobile,142,Low,19,0,0,2,1,35.39,36.19,-1.0,-0.2087,0,0,0,1,0.0324,0,1,Active,1
PW023584,2026-04-06,US,Mobile,1660,Medium,5,0,5,11,5,174.66,36.85,0.25,0.4171,1,0,9,3,0.9215,0,5,Active,0
PW018667,2026-01-05,MX,Mobile,286,Low,27,2,4,4,4,111.92,27.31,0.0,-0.0409,0,0,9,1,0.5706,1,0,Inactive,0
PW014061,2026-01-05,US,Mobile,1111,Medium,19,0,0,4,1,70.0,62.12,-1.0,-0.4786,0,0,0,1,0.0527,0,2,Active,0
PW005317,2026-06-01,US,Desktop,254,Low,4,0,0,1,1,25.98,19.56,-1.0,-0.5098,0,1,5,1,0.2696,0,1,Active,1
PW012953,2026-04-06,US,Mobile,540,High,15,1,4,6,4,721.08,250.18,0.3333,-0.0121,1,2,5,3,0.3942,0,1,Active,0
PW001126,2026-07-06,CR,Mobile,1362,Low,3,0,1,1,1,21.26,21.03,0.0,0.0261,0,2,4,2,0.8227,0,4,Active,1
PW021246,2026-01-05,CR,Mobile,1790,Low,3,1,5,8,4,233.57,41.27,0.0,0.4647,1,0,12,3,0.9416,0,5,Active,0
PW002419,2026-07-06,US,Mobile,855,Medium,11,0,3,5,1,213.19,72.35,-0.4,0.062,1,0,4,2,0.3218,0,2,Active,0
PW019266,2026-02-02,BR,Mobile,158,Low,8,0,1,2,1,13.4,10.65,0.0,-0.2272,0,0,3,1,,0,3,Active,0
PW021784,2026-04-06,MX,Mobile,1217,Medium,22,0,1,6,1,37.65,44.3,0.0,-0.1681,1,0,7,2,0.2468,0,1,Active,0
PW024903,2026-04-06,US,Desktop,835,High,13,0,5,13,3,469.96,83.79,0.0,0.0559,1,0,11,3,0.8417,0,8,Active,1
PW028288,2026-08-03,US,Desktop,1983,Medium,8,0,5,7,3,448.63,86.9,0.0,-0.2225,0,0,8,1,0.5716,0,2,Active,0
PW024394,2026-05-04,US,Desktop,1713,Low,34,0,1,1,1,72.3,65.7,-0.5,0.1236,0,0,0,1,0.0022,1,0,Inactive,1
PW029394,2026-02-02,BR,Mobile,1554,Medium,9,1,1,3,1,36.22,44.29,0.0,-0.0577,0,0,0,1,0.0935,0,1,Active,0
PW014849,2026-05-04,BR,Mobile,325,Medium,24,0,3,3,3,340.98,106.22,-0.4,0.1537,1,0,8,2,0.5809,0,3,Active,0
PW014268,2026-07-06,MX,Mobile,411,High,3,3,12,18,10,1038.69,72.45,0.2,0.2009,1,0,10,3,0.9462,0,4,Active,0
PW006153,2026-06-01,MX,Mobile,1742,Low,20,0,0,5,1,34.07,43.32,-1.0,-0.0724,0,0,6,2,0.2757,1,0,Inactive,0
PW003227,2026-08-03,MX,Desktop,1526,Medium,7,0,1,3,1,37.72,40.62,-0.5,0.062,1,0,8,1,0.5987,0,3,Active,0
PW011483,2026-06-01,BR,Desktop,406,Medium,21,0,1,3,1,41.14,49.81,-0.5,0.0268,2,1,4,2,0.0551,0,3,Active,1
PW028479,2026-08-03,BR,Desktop,1501,Medium,2,1,3,7,3,96.54,42.98,0.0,-0.0363,2,0,8,3,0.9611,0,5,Active,0
PW012438,2026-03-02,MX,Mobile,453,Medium,7,1,1,7,1,34.65,38.98,0.0,0.2052,0,0,6,2,0.66,0,2,Active,0
PW027861,2026-08-03,MX,Desktop,1221,Medium,29,0,0,1,1,144.06,130.17,-1.0,-0.066,0,0,3,1,0.085,1,0,Inactive,1
PW023515,2026-07-06,BR,Mobile,988,Medium,4,0,1,4,1,62.32,78.35,0.0,-0.2189,1,1,2,1,0.5831,0,2,Active,0
PW018483,2026-01-05,US,Mobile,1463,Medium,9,2,4,10,4,248.56,47.33,0.3333,0.0443,1,1,8,1,0.6875,0,7,Active,0
PW011308,2026-04-06,CR,Mobile,574,Medium,-4,0,0,1,1,49.29,45.33,-1.0,-0.3235,0,1,12,2,,1,0,Inactive,1
PW000943,2026-06-01,US,Mobile,786,Medium,10,1,3,4,2,179.17,74.13,0.5,-0.092,0,0,6,3,0.8704,0,4,Active,0
PW007599,2026-08-03,US,Desktop,298,Medium,8,0,3,6,3,89.15,26.43,0.0,-0.1595,0,0,6,3,0.5439,0,5,Active,0
PW017950,2026-07-06,MX,Mobile,1373,High,2,0,4,6,3,688.67,120.61,0.3333,0.2677,1,0,5,3,,0,4,Active,1
PW020674,2026-06-01,MX,Mobile,1456,Low,63,0,0,1,1,55.7,,-1.0,,0,0,0,1,0.0006,1,0,Inactive,1
PW011861,2026-07-06,US,Mobile,1220,Low,3,0,0,2,1,50.6,54.37,-1.0,0.0484,0,0,0,1,0.0858,1,0,Inactive,1
PW001454,2026-07-06,US,Desktop,492,Low,11,1,1,1,1,33.64,41.85,0.0,-0.398,1,0,3,2,0.0963,0,1,Active,0
PW007916,2026-05-04,US,Mobile,829,Low,2,1,4,5,4,138.13,26.73,0.0,0.0071,0,0,16,2,0.9838,1,0,Inactive,1
PW009352,2026-04-06,US,Mobile,465,Medium,21,0,3,5,3,348.11,96.05,0.0,-0.3569,0,1,3,1,0.1619,0,3,Active,0
PW014587,2026-08-03,CR,Mobile,1608,Low,9,0,0,2,1,25.04,21.53,-1.0,-0.3084,0,0,1,1,0.1591,0,1,Active,0
PW015827,2026-07-06,BR,Mobile,828,Medium,63,0,0,2,1,90.16,97.17,-1.0,0.0406,2,0,0,1,0.0006,1,0,Inactive,1
PW026749,2026-07-06,US,Mobile,632,High,0,2,4,8,2,220.1,45.9,0.3333,-0.0676,4,2,8,2,0.7694,0,5,Active,0
PW024003,2026-01-05,MX,Mobile,1745,Low,2,1,2,3,1,129.85,78.6,0.0,0.0309,0,0,7,1,0.8746,0,1,Active,0
PW026755,2026-02-02,US,Desktop,972,Medium,19,0,5,6,5,251.72,57.62,0.25,0.2124,1,0,7,2,0.6162,0,6,Active,0
PW015339,2026-08-03,BR,Mobile,1439,Low,14,0,2,4,2,55.04,27.12,-0.3333,-0.195,0,1,8,2,0.2732,0,1,Active,0
PW009981,2026-04-06,US,Mobile,491,Low,5,0,0,1,1,44.46,48.61,-1.0,-0.0655,0,0,4,2,0.282,0,3,Active,0
PW015911,2026-08-03,US,Desktop,892,Medium,0,0,1,4,1,77.36,86.25,0.0,0.0661,0,0,0,1,0.6487,0,1,Active,0
PW017746,2026-07-06,US,Desktop,1631,Low,5,1,2,3,1,140.42,83.03,0.0,-0.1689,1,0,4,2,0.8906,0,3,Active,0
PW011979,2026-08-03,US,Mobile,1506,Medium,6,0,1,3,1,123.36,131.73,0.0,0.175,0,1,0,2,0.0465,0,2,Active,0
PW029717,2026-01-05,US,Mobile,728,Medium,12,0,1,5,1,99.95,79.88,0.0,-0.3672,1,0,0,2,0.1275,0,1,Active,0
PW020956,2026-05-04,US,Mobile,1126,Low,5,0,0,1,1,36.31,39.14,-1.0,-0.5538,1,1,2,1,0.1695,1,0,Inactive,1
PW002938,2026-03-02,BR,Mobile,1113,Low,9,0,2,3,2,57.1,,0.0,-0.0337,0,0,11,1,0.5849,0,4,Active,0
PW022690,2026-01-05,BR,Mobile,1676,Low,5,0,2,6,2,51.42,26.53,-0.3333,-0.1473,0,1,5,1,0.5892,1,0,Inactive,1
PW014029,2026-02-02,CR,Mobile,557,Medium,1,2,4,6,4,180.23,37.11,-0.2,-0.1265,1,1,6,2,0.8603,0,3,Active,0
PW028085,2026-05-04,BR,Mobile,1210,Low,6,0,7,14,5,157.54,25.68,0.1667,-0.0645,2,0,4,2,0.6869,0,5,Active,0
PW028523,2026-03-02,US,Desktop,819,Medium,9,2,5,8,5,89.45,20.34,0.25,-0.0274,0,1,8,3,0.899,0,4,Active,0
PW021384,2026-08-03,US,Mobile,1356,Medium,5,0,1,5,1,67.16,61.86,0.0,0.0373,0,0,3,2,0.4363,0,1,Active,0
PW017862,2026-01-05,MX,Mobile,359,Low,7,1,1,2,1,62.93,58.68,0.0,0.19,1,0,5,1,0.3598,0,4,Active,0
PW024528,2026-07-06,BR,Desktop,1518,Low,12,0,1,3,1,39.42,50.88,0.0,-0.1447,0,1,3,3,0.5129,0,1,Active,0
PW013730,2026-03-02,BR,Mobile,1818,Medium,17,1,3,8,2,245.33,70.02,-0.25,-0.1051,0,1,5,1,0.1135,0,2,Active,0
PW015734,2026-08-03,MX,Mobile,1462,High,19,3,6,8,5,599.11,109.99,0.0,-0.0345,1,1,12,2,0.6553,0,1,Active,0
PW017212,2026-06-01,CR,Desktop,761,Low,31,0,0,1,1,39.94,41.67,-1.0,0.3162,1,0,2,1,0.011,0,1,Active,1
PW017184,2026-01-05,BR,Mobile,816,Low,8,1,2,3,2,70.62,30.64,0.0,0.0393,0,0,9,2,0.5925,0,1,Active,0
PW016965,2026-03-02,US,Desktop,1199,Medium,14,1,3,4,3,146.29,49.77,0.5,-0.0531,1,0,14,2,0.71,0,3,Active,0
PW019128,2026-06-01,US,Mobile,1141,Medium,3,1,5,12,4,242.41,57.28,0.25,0.3008,2,0,13,1,0.9579,0,4,Active,1
PW001504,2026-01-05,US,Mobile,975,Low,27,0,1,1,1,124.2,104.59,-0.5,-0.0294,0,0,0,2,,1,0,Inactive,1
PW024699,2026-08-03,BR,Desktop,1561,Medium,61,0,0,1,1,13.4,15.43,-1.0,-0.2698,0,1,3,1,0.0003,1,0,Inactive,1
